"osebuildingid","datayear","buildingname","buildingtype","taxparcelidentificationnumber","address","city","state","zipcode","latitude","longitude","neighborhood","councildistrictcode","yearbuilt","numberoffloors","numberofbuildings","propertygfatotal","propertygfabuildings","propertygfaparking","selfreportgfatotal","selfreportgfabuildings","selfreportparking","energystarscore","siteeuiwn_kbtu_sf","siteeui_kbtu_sf","siteenergyuse_kbtu","siteenergyusewn_kbtu","sourceeuiwn_kbtu_sf","sourceeui_kbtu_sf","epapropertytype","largestpropertyusetype","largestpropertyusetypegfa","secondlargestpropertyusetype","secondlargestpropertyuse","thirdlargestpropertyusetype","thirdlargestpropertyusetypegfa","electricity_kwh","steamuse_kbtu","naturalgas_therms","compliancestatus","complianceissue","electricity_kbtu","naturalgas_kbtu","totalghgemissions","ghgemissionsintensity","demolished"
"103","2025","Climate Pledge Arena","NonResidential","1985200003","334 1ST AVE N","SEATTLE","WA","98109","47.62207926414","-122.35398171561","MAGNOLIA/QUEEN ANNE","7","1962","3","3","932000","932000","0","932000","932000","0",,"94.3","94.3","87844064","87844064","263.9","263.9","Indoor Arena","Indoor Arena","932000","NA",,"NA",,"25745620",,,"Compliant","No Issue","87844055",,"509.52","0.55","false"
"104","2025","Bagley Wright Theater (Rep) - Seattle Center","NonResidential","1985200003","305 HARRISON ST","SEATTLE","WA","98109","47.62141185363","-122.3508583948","MAGNOLIA/QUEEN ANNE","7","1962","1","1","65127","65127","0","65000","65000","0",,"74.2","75.5","4910076","4822975","169.5","171.1","Other","Other","65000","NA",,"NA",,"958167","1640810",,"Compliant","No Issue","3269266",,"151.87","2.34","false"
"106","2025","Armory - Seattle Center","NonResidential","1985200305","305 HARRISON ST","SEATTLE","WA","98109","47.62141185363","-122.3508583948","MAGNOLIA/QUEEN ANNE","7","1938","5","1","396085","396085","0","278500","278500","0",,"71.7","64.4","17927342","19957230","111.4","104.9","Other","Other","278500","NA",,"NA",,"1868817","1262000","33719","Compliant","No Issue","6376404","3371940","317.92","1.14","false"
"107","2025","City Place Iv (Ruby/Dawson)","NonResidential","1986200410","301 BOREN AVE N","SEATTLE","WA","98109","47.621124899899","-122.33629484404","LAKE UNION","7","2010","12","1","571329","571329","0","935703","625004","310699","92","46.2","46.2","28883142","28883142","120.5","120.5","Office","Office","598780","Parking","310699","College/University","21201","7534854",,"31742","Compliant","No Issue","25708922","3174220","317.35","0.51","false"
"110","2025","Exhibition Hall - Seattle Center","NonResidential","1988200440","301 MERCER ST","SEATTLE","WA","98109","47.623947038278","-122.35143418375","MAGNOLIA/QUEEN ANNE","7","1962","2","1","52000","52000","0","54981","54981","0",,"45.1","45.1","2479281","2479281","91.8","91.8","Social/Meeting Hall","Social/Meeting Hall","54981","NA",,"NA",,"381202","1148960",,"Compliant","No Issue","1300661",,"100.61","1.83","false"
"112","2025","Mccaw Hall - Seattle Center","NonResidential","1988200700","225 MERCER ST","SEATTLE","WA","98109","47.623947038278","-122.35143418375","MAGNOLIA/QUEEN ANNE","7","1928","2","1","262048","262048","0","296000","296000","0",,"57","57.8","17115422","16876260","127.9","130","Performing Arts","Performing Arts","296000","NA",,"NA",,"3300737","5395720","4137","Compliant","No Issue","11262115","413680","521.87","1.76","false"
"113","2025","Kcts 9","NonResidential","1988200705","401 MERCER ST","SEATTLE","WA","98109","47.623910130361","-122.34837134179","MAGNOLIA/QUEEN ANNE","7","1986","2","1","66240","63888","2352","60396","55632","4764",,"41.8","43.8","2437022","2326432","117.1","122.7","Other","Other","55632","Parking",,"NA",,"714250",,,"Compliant","No Issue","2437022",,"13.49","0.24","false"
"114","2025","Bill & Melinda Gates Foundation","NonResidential","1988201155","500 5TH AVE N","SEATTLE","WA","98109","47.62419131804","-122.34443044387","LAKE UNION","7","2010","6","1","920598","616891","303707","914598","729584","185014","73","53.5","53.8","39219728","39052636","120.1","119.1","Office","Office","729584","Parking","185014","NA",,"7655090",,"131006","Compliant","No Issue","26119167","13100560","813.25","1.11","false"
"115","2025","Scripps Building - 221 First Avenue West","NonResidential","1989200850","221 1ST AVE W","SEATTLE","WA","98119","47.620527315601","-122.35842039522","MAGNOLIA/QUEEN ANNE","7","1970","4","1","76213","50283","25930","72406","50952","21454","69","57.2","57.4","2925370","2915004","141.8","142","Office","Office","48546","Parking","21454","Other","2406","697476",,"5456","Compliant","No Issue","2379786","545580","42.17","0.83","false"
"116","2025","The Mediterranean Inn","NonResidential","1989201125","425 QUEEN ANNE AVE N","SEATTLE","WA","98109","47.622909792035","-122.35708127869","MAGNOLIA/QUEEN ANNE","7","2002","6","1","127200","81560","45640","125492","79852","45640","80","60.4","59.3","4731346","4825195","113.2","112","Hotel","Hotel","78094","Parking","45640","Other - Restaurant/Bar","1758","665223",,"24616","Compliant","No Issue","2269741","2461600","148.6","1.86","false"
"117","2025","University Inn","NonResidential","1142001871","4140 ROOSEVELT WAY NE","SEATTLE","WA","98105","47.657724589578","-122.31755510316","NORTHEAST","4","1962","4","2","71403","60953","10450","71403","60953","10450","78","51.3","51.3","3128056","3128056","104.2","104.2","Hotel","Hotel","52953","Restaurant","8000","Parking",,"513852",,"13748","Compliant","No Issue","1753263","1374790","83.03","1.36","false"
"118","2025","Pathfinder/Cooper School (Sps-District)","School","1324039116","1901 SW GENESEE ST","SEATTLE","WA","98106","47.562740989054","-122.35788245064","DELRIDGE NEIGHBORHOODS","1","1999","3","1","75364","75364","0","75364","75364","0","80","28.4","28.6","2155629","2140373","69","69.2","K-12 School","K-12 School","75364","NA",,"NA",,"494754",,"4675","Compliant","No Issue","1688101","467530","33.82","0.45","false"
"119","2025","St Joseph K-8 School","School","1336800825","700 18TH AVE E","SEATTLE","WA","98112","47.625478183622","-122.30827667396","EAST","3","1923","3","1","67743","67743","0","67743","67743","0","36","39.4","39.9","2704488","2666434","80.2","80.8","K-12 School","K-12 School","67743","NA",,"NA",,"441477",,"11982","Compliant","No Issue","1506320","1198170","70.3","1.04","false"
"120","2025","Holy Names Academy","School","1338800660","728 21ST AVE E","SEATTLE","WA","98112","47.626443907425","-122.3042942277","EAST","3","1908","6","1","168239","161514","6725","255925","161514","94411","96","37.8","38.4","6194432","6097358","66.5","67.2","K-12 School","K-12 School","161514","Parking","94411","NA",,"738476",,"36748","Compliant","No Issue","2519679","3674750","204.37","1.27","false"
"121","2025","The 2100 Building","NonResidential","1498303116","2100 24TH AVE S","SEATTLE","WA","98144","47.584076189798","-122.30124900007","SOUTHEAST","2","2003","3","1","99433","63681","35752","99433","63681","35752","55","51.3","51.3","3269387","3269387","143.8","143.8","Office","Office","63681","Parking","35752","NA",,"958202",,,"Compliant","No Issue","3269387",,"18.96","0.3","false"
"122","2025","Muir Elementary School(Sps-District)","School","1524049002","3301 S HORTON ST","SEATTLE","WA","98144","47.573241348203","-122.29057986216","SOUTHEAST","2","1991","2","1","60725","60725","0","64564","64564","0","48","34.5","34.5","2022249","2019187","96.5","96.6","K-12 School","K-12 School","58602","NA",,"NA",,"592687",,,"Compliant","No Issue","2022249",,"11.71","0.18","false"
"127","2025","Orca At Whitworth Elementary School (Sps-District)","School","1704900242","5215 46TH AVE S","SEATTLE","WA","98118","47.554778724765","-122.275956418","SOUTHEAST","2","1989","3","1","59955","59955","0","61327","61327","0","56","30.9","31.1","1904660","1897972","82.9","83.1","K-12 School","K-12 School","61327","NA",,"NA",,"518743",,"1347","Compliant","No Issue","1769953","134710","17.16","0.28","false"
"130","2025","Mcclure Middle (Sps-District)","School","1794501220","1915 1ST AVE W","SEATTLE","WA","98119","47.636826274092","-122.35895522816","MAGNOLIA/QUEEN ANNE","7","1964","2","1","93218","93218","0","94263","94263","0","83","30.5","32","3013294","2873704","51.8","53.6","K-12 School","K-12 School","94263","NA",,"NA",,"315758",,"19359","Compliant","No Issue","1077366","1935930","101.92","1.08","false"
"131","2025","Centurylink: Lakeview Main","NonResidential","1797500625","1208 NE 64TH ST","SEATTLE","WA","98115","47.675235418149","-122.31533508756","NORTHEAST","4","1941","4","1","56521","56521","0","51285","51285","0",,"101.5","101.5","5203494","5203494","284.1","284.1","Data Center","Data Center","51285","Office","12911","NA",,"1525057",,,"Compliant","No Issue","5203494",,"30.18","0.59","false"
"132","2025","Roosevelt Square/ 60845","NonResidential","1797500715","6417 ROOSEVELT WAY NE","SEATTLE","WA","98115","47.675589133605","-122.31768542476","NORTHWEST","4","1999","2","2","228385","128315","100070","149845","149845","0",,,,,,,,"Strip Mall","Strip Mall","99990","Supermarket/Grocery Store","49855","NA",,,,"39324.2","Not Compliant",,,"3932422",,,"false"
"136","2025","King County- Mary Pilgrim Housing","Multifamily LR (1-4)","1926049012","14115 AURORA AVE N","SEATTLE","WA","98133","47.731406976751","-122.34579503119","NORTHWEST","5","2001","4","1","51390","51390","0","53557","53557","0","93","38.9","39.1","2091729","2082732","82.4","82.9","Multifamily Housing","Multifamily Housing","53557","NA",,"NA",,"375603",,"8102","Compliant","No Issue","1281557","810170","50.32","0.94","false"
"137","2025","Broadview Thomson K-8 (Sps-District)","School","1926049025","13052 GREENWOOD AVE N","SEATTLE","WA","98133","47.724631099974","-122.35314866453","NORTHWEST","5","1963","2","1","131013","131013","0","132672","132672","0","92","29.7","29.9","3970220","3941059","54.7","55","K-12 School","K-12 School","132672","NA",,"NA",,"524324",,"21812","Compliant","No Issue","1788992","2181230","124.61","0.94","false"
"138","2025","Ingraham High (Sps-District)","School","1926049321","1819 N 135TH ST","SEATTLE","WA","98133","47.725699384722","-122.33683812584","NORTHWEST","5","1959","1","1","245587","245587","0","269361","269361","0","85","45.3","45.9","12353459","12209561","71.1","71.8","K-12 School","K-12 School","269361","NA",,"NA",,"1064437",,"87216","Compliant","No Issue","3631859","8721600","476.07","1.77","false"
"139","2025","The Gateway - King County- Northgate Housing","Multifamily LR (1-4)","1926049434","13300 STONE AVE N","SEATTLE","WA","98133","47.725288470195","-122.34115371234","NORTHWEST","5","2002","3","1","69138","69138","0","69138","69138","0","82","43.4","43.6","3013965","3002906","97.2","97.5","Multifamily Housing","Multifamily Housing","69138","NA",,"NA",,"599464",,"9686","Compliant","No Issue","2045371","968590","63.01","0.91","false"
"140","2025","B F Day Elementary (Sps-District)","School","1931301145","3921 LINDEN AVE N","SEATTLE","WA","98103","47.654635460439","-122.34912372248","LAKE UNION","6","1991","3","1","66588","66588","0","65188","65188","0","63","30.1","31.3","2037803","1959698","84.2","87.5","K-12 School","K-12 School","65188","NA",,"NA",,"597246",,,"Compliant","No Issue","2037803",,"11.37","0.17","false"
"141","2025","Hughes Elementary School (Sps-District)","School","1932300245","7740 34TH AVE SW","SEATTLE","WA","98126","47.532837659185","-122.37492741813","DELRIDGE NEIGHBORHOODS","1","1926","3","0","44324","44324","0","50742","50742","0","75","34.2","35.5","1800658","1733139","68.4","70.3","K-12 School","K-12 School","50742","NA",,"NA",,"280406",,"8439","Compliant","No Issue","956747","843910","47.38","0.93","false"
"142","2025","Seattle Pacific University - Royal Brougham Pavilion","University","1972204390","3414 3RD AVE W","SEATTLE","WA","98119","47.651149424406","-122.36037207314","MAGNOLIA/QUEEN ANNE","7","1927","2","0","82746","82746","0","82746","82746","0",,"58.7","60.3","4992642","4858398","119.9","121.6","College/University","College/University","82746","NA",,"NA",,"807239",,"22383","Compliant","No Issue","2754298","2238340","127.49","1.54","false"
"144","2025","Alexis Hotel","NonResidential","1974600035","1007 1ST AVE","SEATTLE","WA","98104","47.604797963586","-122.33679617226","DOWNTOWN","7","1904","5","2","182237","169037","13200","179820","179820","0","99","30.8","31.1","5591352","5544880","73.2","73.9","Hotel","Hotel","160264","Enclosed Mall","19556","NA",,"1243539",,"13484","Compliant","No Issue","4242955","1348400","95.74","0.53","false"
"145","2025","Benaroya Hall","NonResidential","1974700025","1301 3RD AVE","SEATTLE","WA","98101","47.608043659762","-122.33670430783","DOWNTOWN","7","1998","6","1","174000","174000","0","336729","183010","153719",,"77","77.6","14198299","14095871","167.3","168.2","Performing Arts","Performing Arts","183010","Parking","153719","NA",,"2526443","5266232","3118","Compliant","No Issue","8620224","311840","492.91","2.69","false"
"147","2025","Swedish Medical Center Ballard - Campus","Hospital","2767703875","5300 TALLMAN AVE NW","SEATTLE","WA","98107","47.667365014384","-122.37955532187","BALLARD","6","1954","5","2","451526","302661","148865","286191","286191","0","38","214","219.5","62808496","61258140","379.8","385.5","Hospital (General Medical & Surgical)","Hospital (General Medical & Surgical)","286191","NA",,"NA",,"7430205",,"374566","Compliant","No Issue","25351859","37456641","2050.08","7.16","false"
"148","2025","West Woodland Park Elementary (Sps-District)","School","2768000375","5601 5TH AVE NW","SEATTLE","WA","98107","47.670175033514","-122.36326114478","NORTHWEST","6","1991","2","1","55513","55513","0","79292","79292","0","82","19.8","20.3","1612808","1571628","55.5","57","K-12 School","K-12 School","79292","NA",,"NA",,"472687",,,"Compliant","No Issue","1612808",,"9.12","0.11","false"
"163","2025","Fire Station 10/Fac/Eoc","NonResidential","5247801465","400 S WASHINGTON ST","SEATTLE","WA","98104","47.601035290444","-122.32851632596","DOWNTOWN","2","2006","4","1","61156","61156","0","57960","57960","0",,"150.2","151","8750390","8704334","344.4","345.8","Fire Station","Fire Station","30301","Office","27659","Electric Vehicle Charging Station",,"1818316",,"25463","Compliant","No Issue","6204094","2546300","169.49","2.92","false"
"167","2025","Wing Luke Museum/Kong Yick Bldg.","NonResidential","5247802715","719 S KING ST","SEATTLE","WA","98104","47.598089522803","-122.3228269072","DOWNTOWN","2","1910","4","1","72820","59000","13820","57155","57155","0",,"30.8","31","1774301","1761648","69.6","69.8","Museum","Museum","57155","NA",,"NA",,"356175",,"5590","Compliant","No Issue","1215268","559030","36.01","0.63","false"
"168","2025","Hampton Inn & Suites","NonResidential","5458300285","700 5TH AVE N","SEATTLE","WA","98109","47.626139628971","-122.34670405044","MAGNOLIA/QUEEN ANNE","7","1996","4","1","162222","148022","14200","181470","135639","45831",,,,,,,,"Hotel","Hotel","135639","Parking","40911","NA",,,,"34566","Not Compliant","Missing EUI or Utility Data",,"3456650",,,"false"
"169","2025","Franklin High School (Sps-District)","School","5700000455","3013 S MOUNT BAKER BLVD","SEATTLE","WA","98144","47.576014920333","-122.29276798706","SOUTHEAST","2","1990","4","1","289588","289588","0","265346","265346","0","93","26.1","26.4","6995646","6930503","57.9","58.2","K-12 School","K-12 School","265346","NA",,"NA",,"1354877",,"23728","Compliant","No Issue","4622840","2372810","149.12","0.56","false"
"171","2025","Seattle Central Community College Master Campus Id (Benchmarking)","University","6003001130","1500 HARVARD AVE","SEATTLE","WA","98122","47.614383819198","-122.32174227818","EAST","3","1925","3","5","122976","122976","0","766840","766840","0",,"62.7","64","49092456","48081436","124.1","125.6","College/University","College/University","766840","NA",,"NA",,"7180875","17134556","74568","Compliant","No Issue","24501146","7456750","1902.81","2.48","false"
"172","2025","South Seattle College - Campus Master Id","University","6171900005","6000 16TH AVE SW","SEATTLE","WA","98106","47.546998006059","-122.3530738634","DELRIDGE NEIGHBORHOODS","1","1970","2","27","529343","529343","0","530245","530245","0",,"45.6","46.3","24554970","24201210","97.7","98.7","College/University","College/University","530245","NA",,"NA",,"4444795",,"93893","Compliant","No Issue","15165641","9389330","570.75","1.08","false"
"173","2025","Seattle Children's Hospital (Admin Bldg)","Hospital","6418100005","6901 SAND POINT WAY NE","SEATTLE","WA","98115","47.678362918734","-122.26442262722","NORTHEAST","4","2002","2","1","96300","96300","0","236300","96300","140000",,"72.8","73.7","7095328","7013381","178.6","179.5","Office","Office","70900","Urgent Care/Clinic/Other Outpatient","25400","Parking",,"1646884",,"14762","Not Compliant","Default Data","5619168","1476160",,,"false"
"174","2025","Csc Vehicle Maintenance (E)","NonResidential","6834700175","805 S DEARBORN ST","SEATTLE","WA","98134","47.595448461812","-122.32146498324","GREATER DUWAMISH","1","1950","1","1","67356","67356","0","67772","67772","0",,"81.6","83.2","5640425","5530613","134.7","136.4","Vehicle Repair Services","Vehicle Repair Services","67772","NA",,"NA",,"556156",,"37428","Compliant","No Issue","1897604","3742820","203.56","3","false"
"175","2025","Garfield High (Sps-District)","School","6840701230","400 23RD AVE","SEATTLE","WA","98122","47.605419510346","-122.30190468815","CENTRAL","3","2008","3","1","254523","254523","0","255419","255419","0","81","36.7","38","9694864","9362854","74.2","75.9","K-12 School","K-12 School","255419","NA",,"NA",,"1540836",,"44375","Compliant","No Issue","5257332","4437530","249.96","0.98","false"
"176","2025","Emerson Elementary School (Sps-District)","School","7129302300","9709 60TH AVE S","SEATTLE","WA","98118","47.514820464559","-122.25863614511","SOUTHEAST","2","2001","3","1","78804","78804","0","78804","78804","0","57","38.8","39.3","3093986","3060749","80","80.4","K-12 School","K-12 School","78804","NA",,"NA",,"517044",,"13298","Compliant","No Issue","1764153","1329830","78.95","1","false"
"177","2025","Madrona School (Sps-District)","School","7152200350","1121 33RD AVE","SEATTLE","WA","98122","47.612236770161","-122.2908688849","CENTRAL","3","2002","3","1","66994","66994","0","68127","68127","0","70","32.8","33.7","2295622","2231173","78","79.4","K-12 School","K-12 School","68127","NA",,"NA",,"501959",,"5829","Compliant","No Issue","1712683","582940","38.13","0.56","false"
"178","2025","Van Asselt Elementary @ Aaa (Sps-District)","School","7243500230","8311 BEACON AVE S","SEATTLE","WA","98118","47.529151625745","-122.28903550453","GREATER DUWAMISH","2","2000","3","1","103166","103166","0","103166","103166","0","61","42.4","42.5","4385934","4377112","82.2","82.3","K-12 School","K-12 School","103166","NA",,"NA",,"649992",,"21682","Compliant","No Issue","2217773","2168160","127.31","1.23","false"
"179","2025","Union Gospel Mission Assn - Admin Building","NonResidential","7378600265","3800 S OTHELLO ST","SEATTLE","WA","98118","47.538267691283","-122.28405605646","GREATER DUWAMISH","2","1958","1","1","54765","54765","0","54765","54765","0","1","47.5","48.1","2632624","2601568","96.1","96.7","Multifamily Housing","Multifamily Housing","54765","NA",,"NA",,"424017",,"11859","Compliant","No Issue","1446746","1185880","69.6","1.27","false"
"180","2025","Union Gospel Mission Assn / Hope Place","NonResidential","7378600265","3802 S OTHELLO ST","SEATTLE","WA","98118","47.537222662175","-122.28399692598","GREATER DUWAMISH","2","2009","5","1","89821","89821","0","89821","89821","0","61","40.3","40.4","3632684","3619330","84.7","84.9","Multifamily Housing","Multifamily Housing","89821","Office","37938","Food Service","4579","638377",,"14545","Compliant","No Issue","2178142","1454540","89.02","0.99","false"
